2025-06-05 21:42:05;MOTOR:1;POSICAO:3129
2025-06-05 21:42:06;MOTOR:1;POSICAO:3169
2025-06-05 21:42:07;MOTOR:1;POSICAO:3209
2025-06-05 21:42:07;MOTOR:1;POSICAO:3249
2025-06-05 21:42:07;MOTOR:1;POSICAO:3289
2025-06-05 21:42:08;MOTOR:1;POSICAO:3329
2025-06-05 21:42:08;MOTOR:1;POSICAO:3369
2025-06-05 21:42:08;MOTOR:1;POSICAO:3409
2025-06-05 21:42:09;MOTOR:1;POSICAO:3449
2025-06-05 21:42:09;MOTOR:1;POSICAO:3489
2025-06-05 21:42:09;MOTOR:1;POSICAO:3529
2025-06-05 21:42:09;MOTOR:1;POSICAO:3569
2025-06-05 21:42:10;MOTOR:1;POSICAO:3609
2025-06-05 21:42:10;MOTOR:1;POSICAO:3649
2025-06-05 21:42:10;MOTOR:1;POSICAO:3689
2025-06-05 21:42:11;MOTOR:1;POSICAO:3729
2025-06-05 21:42:11;MOTOR:1;POSICAO:3769
2025-06-05 21:42:11;MOTOR:1;POSICAO:3809
2025-06-05 21:42:11;MOTOR:1;POSICAO:3849
2025-06-05 21:42:12;MOTOR:1;POSICAO:3889
2025-06-05 21:42:12;MOTOR:1;POSICAO:3929
2025-06-05 21:42:12;MOTOR:1;POSICAO:3969
2025-06-05 21:42:13;MOTOR:1;POSICAO:4009
2025-06-05 21:42:13;MOTOR:1;POSICAO:4049
2025-06-05 21:42:13;MOTOR:1;POSICAO:4089
2025-06-05 21:42:13;MOTOR:1;POSICAO:4129
2025-06-05 21:42:14;MOTOR:1;POSICAO:4169
2025-06-05 21:42:14;MOTOR:1;POSICAO:4209
2025-06-05 21:42:14;MOTOR:1;POSICAO:4249
2025-06-05 21:42:16;MOTOR:1;POSICAO:4209
2025-06-05 21:42:16;MOTOR:1;POSICAO:4169
2025-06-05 21:42:16;MOTOR:1;POSICAO:4129
2025-06-05 21:42:16;MOTOR:1;POSICAO:4089
2025-06-05 21:42:17;MOTOR:1;POSICAO:4049
2025-06-05 21:42:17;MOTOR:1;POSICAO:4009
2025-06-05 21:42:17;MOTOR:1;POSICAO:3969
2025-06-05 21:42:17;MOTOR:1;POSICAO:3929
2025-06-05 21:42:18;MOTOR:1;POSICAO:3889
2025-06-05 21:42:18;MOTOR:1;POSICAO:3849
2025-06-05 21:42:18;MOTOR:1;POSICAO:3809
2025-06-05 21:42:19;MOTOR:1;POSICAO:3769
2025-06-05 21:42:19;MOTOR:1;POSICAO:3729
2025-06-05 21:42:19;MOTOR:1;POSICAO:3689
2025-06-05 21:42:19;MOTOR:1;POSICAO:3649
2025-06-05 21:42:20;MOTOR:1;POSICAO:3609
2025-06-05 21:42:20;MOTOR:1;POSICAO:3569
2025-06-05 21:42:20;MOTOR:1;POSICAO:3529
2025-06-05 21:42:21;MOTOR:1;POSICAO:3489
2025-06-05 21:42:21;MOTOR:1;POSICAO:3449
2025-06-05 21:42:21;MOTOR:1;POSICAO:3409
2025-06-05 21:42:21;MOTOR:1;POSICAO:3369
2025-06-05 21:42:22;MOTOR:1;POSICAO:3329
2025-06-05 21:42:22;MOTOR:1;POSICAO:3289
2025-06-05 21:42:22;MOTOR:1;POSICAO:3249
2025-06-05 21:42:23;MOTOR:1;POSICAO:3209
2025-06-05 21:42:23;MOTOR:1;POSICAO:3169
2025-06-05 21:42:23;MOTOR:1;POSICAO:3129
2025-06-05 21:42:23;MOTOR:1;POSICAO:3089
2025-06-05 21:42:24;MOTOR:1;POSICAO:3049
2025-06-05 21:42:24;MOTOR:1;POSICAO:3009
2025-06-05 21:42:24;MOTOR:1;POSICAO:2969
2025-06-05 21:42:24;MOTOR:1;POSICAO:2929
2025-06-05 21:42:25;MOTOR:1;POSICAO:2889
2025-06-05 21:42:25;MOTOR:1;POSICAO:2849
2025-06-05 21:42:25;MOTOR:1;POSICAO:2809
2025-06-05 21:42:26;MOTOR:1;POSICAO:2769
2025-06-05 21:42:26;MOTOR:1;POSICAO:2729
2025-06-05 21:42:26;MOTOR:1;POSICAO:2689
2025-06-05 21:42:26;MOTOR:1;POSICAO:2649
2025-06-05 21:42:27;MOTOR:1;POSICAO:2609
2025-06-05 21:42:27;MOTOR:1;POSICAO:2569
2025-06-05 21:42:27;MOTOR:1;POSICAO:2529
2025-06-05 21:42:28;MOTOR:1;POSICAO:2489
2025-06-05 21:42:28;MOTOR:1;POSICAO:2449
2025-06-05 21:42:28;MOTOR:1;POSICAO:2409
